,listing_id,travel_score
26308,london28680434,2.0
26309,london28680813,2.0
26310,london28682968,1.0
26311,london28687955,1.0
26312,london28688717,2.0
26313,london28689111,1.0
26314,london28694124,3.0
26315,london28695304,1.0
26316,london28713051,1.0
26317,london28717421,1.0
26318,london28719885,1.0
26319,london28729465,2.0
26320,london28729947,2.0
26321,london28730195,1.0
26322,london28731726,1.0
26323,london28732551,1.0
26324,london28746653,1.0
26325,london28748712,1.0
26326,london28748895,2.0
26327,london28750633,1.0
26328,london28753373,2.0
26329,london28755478,1.0
26330,london28757091,2.0
26331,london28769412,1.0
26332,london28772259,2.0
26333,london28774211,1.0
26334,london28774644,4.0
26335,london28778390,1.0
26336,london28779764,2.0
26337,london28780599,1.0
26338,london28780990,2.0
26339,london28783449,1.0
26340,london28783544,1.0
26341,london28791938,3.0
26342,london28797977,2.0
26343,london28798472,3.0
26344,london28798942,1.0
26345,london28799827,1.0
26346,london28801099,1.0
26347,london28801208,2.0
26348,london28801975,2.0
26349,london2880265,1.0
26350,london28802947,2.0
26351,london28803013,3.0
26352,london28807329,3.0
26353,london28808704,2.0
26354,london28811332,2.0
26355,london28824593,3.0
26356,london28824671,1.0
26357,london28826306,1.0
26358,london28828822,2.0
26359,london28829142,1.0
26360,london28831277,1.0
26361,london28832097,2.0
26362,london28836454,1.0
26363,london28837390,1.0
26364,london28838432,3.0
26365,london28838441,1.0
26366,london28850501,1.0
26367,london28851424,2.0
26368,london28852304,2.0
26369,london28854566,3.0
26370,london28855748,2.0
26371,london28856344,2.0
26372,london28856614,2.0
26373,london28856823,1.0
26374,london28860547,3.0
26375,london28862445,1.0
26376,london28864602,1.0
26377,london28865641,1.0
26378,london28867992,1.0
26379,london28870317,1.0
26380,london28878801,2.0
26381,london28881986,3.0
26382,london28884498,1.0
26383,london28885531,2.0
26384,london28886164,1.0
26385,london28887674,1.0
26386,london28889667,3.0
26387,london28890657,1.0
26388,london28907405,2.0
26389,london28933081,1.0
26390,london28938794,1.0
26391,london289422,1.0
26392,london28950503,3.0
26393,london28950813,3.0
26394,london28952195,2.0
26395,london28952791,3.0
26396,london28954929,3.0
26397,london2895528,1.0
26398,london28957118,1.0
26399,london28969697,1.0
26400,london28972251,1.0
26401,london28972269,1.0
26402,london28973427,1.0
26403,london28973796,1.0
26404,london28976360,4.0
26405,london28977740,1.0
26406,london28977958,2.0
26407,london28980690,2.0
26408,london28981922,1.0
26409,london28981945,1.0
26410,london28983065,1.0
26411,london28985420,1.0
26412,london28987619,3.0
26413,london28995982,1.0
26414,london28997196,1.0
26415,london28997773,1.0
26416,london28998306,1.0
26417,london29001012,1.0
26418,london29004659,3.0
26419,london29004932,2.0
26420,london29009083,2.0
26421,london29019336,3.0
26422,london29020451,2.0
26423,london29023334,3.0
26424,london29028776,2.0
26425,london29029334,3.0
26426,london29029822,3.0
26427,london29035522,1.0
26428,london29035810,1.0
26429,london29040929,3.0
26430,london29045209,1.0
26431,london29054773,1.0
26432,london29058704,4.0
26433,london29058825,4.0
26434,london29064798,2.0
26435,london29065049,3.0
26436,london29068721,1.0
26437,london29070816,2.0
26438,london29070997,3.0
26439,london29072203,2.0
26440,london29073396,1.0
26441,london29074066,3.0
26442,london29077076,2.0
26443,london29078145,2.0
26444,london29078633,2.0
26445,london29078861,4.0
26446,london29081312,1.0
26447,london29089723,1.0
26448,london29091687,1.0
26449,london290923,2.0
26450,london29093961,2.0
26451,london29094762,1.0
26452,london29097343,1.0
26453,london29100788,1.0
26454,london29100994,2.0
26455,london29109579,1.0
26456,london29119678,2.0
26457,london29129550,2.0
26458,london29142114,1.0
26459,london29145470,3.0
26460,london29145742,2.0
26461,london29146311,1.0
26462,london29147332,2.0
26463,london29149192,3.0
26464,london2915033,1.0
26465,london29154544,1.0
26466,london2916767,4.0
26467,london2916820,3.0
26468,london2916885,1.0
26469,london29171122,3.0
26470,london29171181,2.0
26471,london291731,1.0
26472,london29176185,1.0
26473,london2917935,1.0
26474,london29179771,1.0
26475,london29181272,3.0
26476,london29183819,2.0
26477,london29194261,1.0
26478,london29197938,2.0
26479,london29198246,1.0
26480,london29200784,2.0
26481,london29205430,3.0
26482,london29205994,2.0
26483,london29207921,2.0
26484,london29210815,1.0
26485,london29212225,3.0
26486,london29223067,1.0
26487,london29227512,2.0
26488,london29235079,4.0
26489,london29236078,1.0
26490,london29237506,2.0
26491,london29247609,1.0
26492,london29247739,1.0
26493,london29249960,1.0
26494,london2925012,2.0
26495,london29251458,2.0
26496,london29251751,3.0
26497,london29254308,1.0
26498,london29255071,1.0
26499,london29260556,2.0
26500,london2926458,1.0
26501,london29265748,2.0
26502,london29265749,1.0
26503,london29267664,1.0
26504,london29269831,1.0
26505,london29270174,2.0
26506,london29271201,4.0
26507,london29271671,2.0
26508,london29272371,1.0
26509,london29273501,2.0
26510,london29275953,1.0
26511,london29276880,2.0
26512,london29278749,3.0
26513,london29281418,1.0
26514,london29281987,2.0
26515,london2929404,1.0
26516,london29295505,2.0
26517,london29295661,2.0
26518,london29297702,2.0
26519,london29298481,3.0
26520,london29300450,1.0
26521,london29301512,1.0
26522,london29307766,2.0
26523,london29308440,1.0
26524,london29318532,1.0
26525,london29323355,1.0
26526,london29325604,2.0
26527,london29327226,2.0
26528,london29327571,1.0
26529,london29329585,3.0
26530,london29330219,2.0
26531,london29337001,1.0
26532,london29337463,2.0
26533,london2934134,1.0
26534,london29349398,2.0
26535,london29350166,2.0
26536,london29351341,3.0
26537,london29351479,2.0
26538,london29352824,1.0
26539,london29353701,1.0
26540,london29361327,1.0
26541,london29363984,2.0
26542,london29364706,3.0
26543,london2936993,2.0
26544,london29380886,1.0
26545,london29381372,3.0
26546,london2938289,2.0
26547,london29382912,2.0
26548,london29384868,1.0
26549,london29389878,1.0
26550,london2939641,1.0
26551,london29409241,2.0
26552,london294177,1.0
26553,london29419319,2.0
26554,london29419602,1.0
26555,london294247,1.0
26556,london29428578,1.0
26557,london29430129,2.0
26558,london29430556,1.0
26559,london29430696,2.0
26560,london29433109,1.0
26561,london29433986,2.0
26562,london29435644,1.0
26563,london29449990,1.0
26564,london29454094,1.0
26565,london29455380,1.0
26566,london29459995,2.0
26567,london29461118,2.0
26568,london29469389,1.0
26569,london29471712,3.0
26570,london29473560,1.0
26571,london29474212,1.0
26572,london29474736,1.0
26573,london29476643,2.0
26574,london2947896,3.0
26575,london29479601,3.0
26576,london29481047,1.0
26577,london29481457,3.0
26578,london2948340,2.0
26579,london29484133,2.0
26580,london29485069,1.0
26581,london29486603,1.0
26582,london29487684,3.0
26583,london29489954,2.0
26584,london29497685,1.0
26585,london29503268,2.0
26586,london29505438,2.0
26587,london29505549,1.0
26588,london29505816,1.0
26589,london29507578,1.0
26590,london29510241,1.0
26591,london29513236,1.0
26592,london29513287,1.0
26593,london29516799,3.0
26594,london29530158,2.0
26595,london29530752,2.0
26596,london29534954,1.0
26597,london29536149,1.0
26598,london29555250,2.0
26599,london29555888,1.0
26600,london2955746,2.0
26601,london29564509,1.0
26602,london29568439,2.0
26603,london29569831,1.0
26604,london29570956,2.0
26605,london29581631,1.0
26606,london29582730,2.0
26607,london29583756,1.0
26608,london29585119,1.0
26609,london29585223,1.0
26610,london29587660,1.0
26611,london29592985,1.0
26612,london29601347,2.0
26613,london29601922,2.0
26614,london29603116,2.0
26615,london29604455,1.0
26616,london29609515,1.0
26617,london29610980,2.0
26618,london29616853,3.0
26619,london29619401,1.0
26620,london2961981,2.0
26621,london29620334,2.0
26622,london29625501,1.0
26623,london29629223,2.0
26624,london2963008,1.0
26625,london29644462,2.0
26626,london2964617,1.0
26627,london29652467,2.0
26628,london29653198,2.0
26629,london29654010,1.0
26630,london29655783,2.0
26631,london29656541,2.0
26632,london29656978,1.0
26633,london29657895,2.0
26634,london29658391,1.0
26635,london29659252,3.0
26636,london29668890,1.0
26637,london29669771,1.0
26638,london29675162,2.0
26639,london29676612,1.0
26640,london29677285,2.0
26641,london29678068,2.0
26642,london29678375,3.0
26643,london29678671,4.0
26644,london29683210,2.0
26645,london29684834,3.0
26646,london29694452,2.0
26647,london29694637,2.0
26648,london29695360,1.0
26649,london29695861,2.0
26650,london29696274,1.0
26651,london29697128,1.0
26652,london29697860,1.0
26653,london29697908,3.0
26654,london29700850,2.0
26655,london29702113,3.0
26656,london29702647,3.0
26657,london2971621,1.0
26658,london29725314,1.0
26659,london29727842,1.0
26660,london29729746,3.0
26661,london29730842,1.0
26662,london29735221,1.0
26663,london29735407,1.0
26664,london29735689,1.0
26665,london2973945,3.0
26666,london29746183,3.0
26667,london29749501,1.0
26668,london29749505,1.0
26669,london29750357,2.0
26670,london29752859,2.0
26671,london29754977,2.0
26672,london29756472,1.0
26673,london29759142,2.0
26674,london29759896,2.0
26675,london29759917,2.0
26676,london29767416,1.0
26677,london29767791,2.0
26678,london29775612,1.0
26679,london29777405,1.0
26680,london2977750,3.0
26681,london29780395,1.0
26682,london29780420,1.0
26683,london29782928,1.0
26684,london29788207,1.0
26685,london29790689,2.0
26686,london29793118,1.0
26687,london29794559,1.0
26688,london29796264,1.0
26689,london29797605,1.0
26690,london29797899,1.0
26691,london29798553,2.0
26692,london29800879,1.0
26693,london29801484,3.0
26694,london29823025,1.0
26695,london29823858,1.0
26696,london29825284,2.0
26697,london29843112,3.0
26698,london29846772,1.0
26699,london29852220,2.0
26700,london29853439,1.0
26701,london29855116,2.0
26702,london2986844,1.0
26703,london29871463,1.0
26704,london29872406,3.0
26705,london29873223,1.0
26706,london29881486,2.0
26707,london29882975,2.0
26708,london29893267,2.0
26709,london29893295,1.0
26710,london29893359,2.0
26711,london29893939,1.0
26712,london29894967,2.0
26713,london29897559,2.0
26714,london29900832,3.0
26715,london29901107,2.0
26716,london29904629,3.0
26717,london29916768,3.0
26718,london29917214,2.0
26719,london29918680,1.0
26720,london29918833,1.0
26721,london29926080,1.0
26722,london29935173,1.0
26723,london29940216,3.0
26724,london29940465,2.0
26725,london29940952,2.0
26726,london29940962,3.0
26727,london29941549,2.0
26728,london29944148,2.0
26729,london29944607,2.0
26730,london29948368,1.0
26731,london29953718,1.0
26732,london29954482,1.0
26733,london29957674,1.0
26734,london29957778,4.0
26735,london29957846,2.0
26736,london29959287,3.0
26737,london29959493,3.0
26738,london29960952,1.0
26739,london29961195,2.0
26740,london29969182,1.0
26741,london29975379,1.0
26742,london29982503,2.0
26743,london29985769,2.0
26744,london29986690,1.0
26745,london29987546,2.0
26746,london29987979,2.0
26747,london29988518,1.0
26748,london30000712,4.0
26749,london30003916,1.0
26750,london30004934,1.0
26751,london30006470,1.0
26752,london30009767,3.0
26753,london30011358,1.0
26754,london30012567,3.0
26755,london30013103,1.0
26756,london30013251,2.0
26757,london30013386,2.0
26758,london30014131,1.0
26759,london30017057,1.0
26760,london30029186,3.0
26761,london30032784,1.0
26762,london30033352,1.0
26763,london30033445,1.0
26764,london30034926,3.0
26765,london30035526,1.0
26766,london3003622,1.0
26767,london3003685,3.0
26768,london30041168,1.0
26769,london30042986,2.0
26770,london30056357,3.0
26771,london30065188,2.0
26772,london30079304,2.0
26773,london30079391,3.0
26774,london30080168,1.0
26775,london30081740,1.0
26776,london3008303,1.0
26777,london30083738,3.0
26778,london3008492,3.0
26779,london3008678,3.0
26780,london30087833,2.0
26781,london30100278,2.0
26782,london30100519,1.0
26783,london30101985,3.0
26784,london30102089,2.0
26785,london30103371,1.0
26786,london30104975,3.0
26787,london30106975,1.0
26788,london3010784,1.0
26789,london30109323,1.0
26790,london30112545,2.0
26791,london30116219,2.0
26792,london30118891,1.0
26793,london30120693,2.0
26794,london30121716,1.0
26795,london30123175,2.0
26796,london30124416,1.0
26797,london30125071,1.0
26798,london30126676,1.0
26799,london30138249,2.0
26800,london30139080,1.0
26801,london30139870,2.0
26802,london30140008,3.0
26803,london30140784,3.0
26804,london30142149,3.0
26805,london30143866,2.0
26806,london30144142,3.0
26807,london30145679,2.0
26808,london30147159,1.0
26809,london30147291,1.0
26810,london30149208,3.0
26811,london30149241,2.0
26812,london30151878,2.0
26813,london30152027,2.0
26814,london30167754,1.0
26815,london30167912,1.0
26816,london30168480,3.0
26817,london30170349,1.0
26818,london30171893,1.0
26819,london30174887,3.0
26820,london30174990,2.0
26821,london30176525,2.0
26822,london30176715,4.0
26823,london30177464,1.0
26824,london30179291,1.0
26825,london30190463,1.0
26826,london30192755,3.0
26827,london30194582,2.0
26828,london30195131,3.0
26829,london30204816,2.0
26830,london30206993,2.0
26831,london30207595,1.0
26832,london30210843,1.0
26833,london30219256,2.0
26834,london30219831,1.0
26835,london30220141,2.0
26836,london30222297,1.0
26837,london30222691,2.0
26838,london30223461,1.0
26839,london30224078,1.0
26840,london30224378,3.0
26841,london30224601,1.0
26842,london30224950,1.0
26843,london30226966,3.0
26844,london30227736,3.0
26845,london30233050,1.0
26846,london3024491,3.0
26847,london30245718,1.0
26848,london30249154,1.0
26849,london30250672,1.0
26850,london30254889,1.0
26851,london30259828,3.0
26852,london30260117,3.0
26853,london30261986,1.0
26854,london30270204,2.0
26855,london3027736,1.0
26856,london30278117,1.0
26857,london30279388,2.0
26858,london30280427,1.0
26859,london30281494,1.0
26860,london30281536,1.0
26861,london30285334,2.0
26862,london30285485,1.0
26863,london30285658,1.0
26864,london30287298,3.0
26865,london30287453,1.0
26866,london30287474,1.0
26867,london30288201,2.0
26868,london30288719,2.0
26869,london30288857,2.0
26870,london30289084,3.0
26871,london3029921,1.0
26872,london30303436,1.0
26873,london30303920,2.0
26874,london30304013,1.0
26875,london30304082,2.0
26876,london30306397,2.0
26877,london30307905,1.0
26878,london30309108,1.0
26879,london30309515,2.0
26880,london30310564,3.0
26881,london30311087,2.0
26882,london30311973,1.0
26883,london30315420,2.0
26884,london30317505,1.0
26885,london30320230,1.0
26886,london30320965,1.0
26887,london30322652,2.0
26888,london30336318,1.0
26889,london30337071,2.0
26890,london30339418,1.0
26891,london30339461,3.0
26892,london30344868,3.0
26893,london30346484,1.0
26894,london30347846,2.0
26895,london30348881,2.0
26896,london30349553,1.0
26897,london30349658,3.0
26898,london30349737,3.0
26899,london30349768,3.0
26900,london30351538,3.0
26901,london3035487,1.0
26902,london30359406,2.0
26903,london30360566,1.0
26904,london30360725,3.0
26905,london30363568,1.0
26906,london30369937,1.0
26907,london30370115,2.0
26908,london30372752,2.0
26909,london30372867,2.0
26910,london30373645,1.0
26911,london30373871,1.0
26912,london30385305,2.0
26913,london30387245,2.0
26914,london30387596,3.0
26915,london30387850,1.0
26916,london30392108,2.0
26917,london30396795,1.0
26918,london30402129,1.0
26919,london30402430,1.0
26920,london30402538,3.0
26921,london30415048,1.0
26922,london3041621,2.0
26923,london30416244,3.0
26924,london30421841,1.0
26925,london30431541,2.0
26926,london30434106,1.0
26927,london30434521,1.0
26928,london30437658,1.0
26929,london30438885,1.0
26930,london30439280,3.0
26931,london30439909,2.0
26932,london30441013,1.0
26933,london30441508,2.0
26934,london30444772,2.0
26935,london30454711,2.0
26936,london30456502,2.0
26937,london30456770,1.0
26938,london30457015,1.0
26939,london30457533,1.0
26940,london30460358,1.0
26941,london30462541,2.0
26942,london3048143,1.0
26943,london3048281,1.0
26944,london30486762,2.0
26945,london30493556,2.0
26946,london30494356,1.0
26947,london30494938,1.0
26948,london30495002,2.0
26949,london30495327,1.0
26950,london30495628,2.0
26951,london30495717,1.0
26952,london30496091,3.0
26953,london30496161,2.0
26954,london30496330,2.0
26955,london30502143,1.0
26956,london30505353,3.0
26957,london30516718,2.0
26958,london30517206,1.0
26959,london30519481,1.0
26960,london30521512,3.0
26961,london30522653,2.0
26962,london30522672,1.0
26963,london30526715,1.0
26964,london30527478,2.0
26965,london30527662,2.0
26966,london30527892,2.0
26967,london30531467,3.0
26968,london30532883,1.0
26969,london30533376,2.0
26970,london30534048,2.0
26971,london30534203,2.0
26972,london30535642,3.0
26973,london30536031,2.0
26974,london30547001,2.0
26975,london30553209,1.0
26976,london30553539,3.0
26977,london30554374,4.0
26978,london30554625,1.0
26979,london30555346,2.0
26980,london30564969,2.0
26981,london30576739,2.0
26982,london30578612,2.0
26983,london30581614,1.0
26984,london30583337,1.0
26985,london30584057,3.0
26986,london30585109,2.0
26987,london30589179,1.0
26988,london306333,1.0
26989,london306405,1.0
26990,london30640535,4.0
26991,london30641395,1.0
26992,london30645127,4.0
26993,london30649481,4.0
26994,london306737,1.0
26995,london30683764,1.0
26996,london30685943,1.0
26997,london30688001,2.0
26998,london30689804,1.0
26999,london30690635,2.0
27000,london30692760,2.0
27001,london30699658,2.0
27002,london30700318,1.0
27003,london30700704,2.0
27004,london30702364,1.0
27005,london30702887,3.0
27006,london30703723,1.0
27007,london30704397,1.0
27008,london30706007,1.0
27009,london30706109,1.0
27010,london30707043,2.0
27011,london3070810,1.0
27012,london30709017,1.0
27013,london30710056,2.0
27014,london30712327,1.0
27015,london3071519,1.0
27016,london30723710,2.0
27017,london30726554,1.0
27018,london30729867,2.0
27019,london30731076,3.0
27020,london30732819,2.0
27021,london30734191,2.0
27022,london30734291,2.0
27023,london30735821,1.0
27024,london30738487,1.0
27025,london30739995,2.0
27026,london30752510,1.0
27027,london30755271,1.0
27028,london30756222,1.0
27029,london30758003,1.0
27030,london30758007,1.0
27031,london30759081,1.0
27032,london30760224,4.0
27033,london30761282,3.0
27034,london30762667,4.0
27035,london30763013,1.0
27036,london30764849,4.0
27037,london30779079,1.0
27038,london30780041,1.0
27039,london30783259,1.0
27040,london30783697,2.0
27041,london30786560,1.0
27042,london30789505,1.0
27043,london307923,1.0
27044,london30794039,3.0
27045,london30794587,3.0
27046,london30798584,1.0
27047,london3080864,1.0
27048,london30808754,2.0
27049,london30808785,2.0
27050,london30811551,3.0
27051,london30814423,2.0
27052,london30814950,2.0
27053,london30815324,1.0
27054,london30818085,1.0
27055,london30818443,1.0
27056,london30821085,2.0
27057,london30822821,3.0
27058,london30837386,1.0
27059,london30843870,2.0
27060,london30850801,1.0
27061,london30852199,2.0
27062,london30854022,1.0
27063,london30859419,1.0
27064,london30859819,3.0
27065,london3086274,2.0
27066,london3086305,1.0
27067,london3087347,1.0
27068,london3087374,3.0
27069,london30878232,1.0
27070,london30880338,1.0
27071,london30882894,2.0
27072,london30888701,1.0
27073,london3089910,2.0
27074,london30899503,2.0
27075,london30900299,1.0
27076,london30902101,1.0
27077,london30904176,3.0
27078,london30910626,1.0
27079,london30919465,1.0
27080,london30919596,1.0
27081,london30920293,3.0
27082,london30925108,3.0
27083,london30926755,1.0
27084,london30927190,2.0
27085,london3093102,2.0
27086,london30932327,2.0
27087,london30933864,1.0
27088,london30944600,2.0
27089,london30946445,2.0
27090,london30947432,2.0
27091,london30949478,1.0
27092,london30953391,1.0
27093,london30957602,2.0
27094,london30957877,2.0
27095,london30959802,1.0
27096,london30970619,2.0
27097,london30972792,2.0
27098,london30974745,1.0
27099,london30982461,2.0
27100,london30982988,1.0
27101,london30983005,2.0
27102,london30984946,1.0
27103,london31007208,1.0
27104,london31007937,1.0
27105,london31011433,1.0
27106,london31013954,3.0
27107,london31022480,3.0
27108,london31027055,1.0
27109,london31034592,3.0
27110,london31039757,2.0
27111,london31040204,1.0
27112,london31049399,1.0
27113,london31056453,3.0
27114,london31065500,2.0
27115,london31066312,3.0
27116,london310665,2.0
27117,london31070729,1.0
27118,london31070763,1.0
27119,london31073265,1.0
27120,london310790,4.0
27121,london3107993,1.0
27122,london31080154,1.0
27123,london31082051,1.0
27124,london31082403,2.0
27125,london31087107,2.0
27126,london31092185,2.0
27127,london310949,1.0
27128,london31097891,3.0
27129,london31101247,3.0
27130,london31102128,2.0
27131,london3110866,1.0
27132,london3111356,1.0
27133,london31114879,1.0
27134,london31116845,3.0
27135,london31117091,1.0
27136,london31120539,1.0
27137,london31121306,1.0
27138,london31122301,1.0
27139,london31122673,2.0
27140,london31123102,1.0
27141,london31138355,1.0
27142,london31140626,3.0
27143,london31140936,3.0
27144,london31141775,3.0
27145,london3114243,1.0
27146,london31152390,1.0
27147,london31156582,2.0
27148,london31161266,2.0
27149,london31162563,2.0
27150,london31163354,2.0
27151,london31164457,2.0
27152,london31167499,2.0
27153,london31171274,3.0
27154,london31173622,1.0
27155,london311768,1.0
27156,london31182349,1.0
27157,london31186262,1.0
27158,london31187374,1.0
27159,london3118791,2.0
27160,london31187921,1.0
27161,london31189501,1.0
27162,london31191739,1.0
27163,london31193180,1.0
27164,london31196354,1.0
27165,london31207214,1.0
27166,london31209220,2.0
27167,london31218155,1.0
27168,london31225607,1.0
27169,london3122707,3.0
27170,london3123288,1.0
27171,london31233602,1.0
27172,london31237774,2.0
27173,london31249051,2.0
27174,london31252735,2.0
27175,london31256957,2.0
27176,london31258932,2.0
27177,london31264841,1.0
27178,london31267743,1.0
27179,london31276947,1.0
27180,london31283077,3.0
27181,london31283173,2.0
27182,london31288193,1.0
27183,london31293012,3.0
27184,london3129354,1.0
27185,london31303866,3.0
27186,london31304270,1.0
27187,london31308189,1.0
27188,london31315983,1.0
27189,london3131604,1.0
27190,london31327169,2.0
27191,london31328470,1.0
27192,london31343728,2.0
27193,london31346582,2.0
27194,london31347418,1.0
27195,london31348085,1.0
27196,london31349000,1.0
27197,london31349561,2.0
27198,london31351090,1.0
27199,london3135135,1.0
27200,london31355932,1.0
27201,london31358218,2.0
27202,london31362616,1.0
27203,london31362838,1.0
27204,london31368466,1.0
27205,london31372973,1.0
27206,london31383056,2.0
27207,london31385081,2.0
27208,london31385477,1.0
27209,london31396539,1.0
27210,london31396910,1.0
27211,london31404052,1.0
27212,london31406844,3.0
27213,london31411800,2.0
27214,london31411811,1.0
27215,london31423378,2.0
27216,london31425488,1.0
27217,london31429525,3.0
27218,london31432619,2.0
27219,london31432673,3.0
27220,london31434041,2.0
27221,london31437899,4.0
27222,london31441505,2.0
27223,london31441543,1.0
27224,london31442464,3.0
27225,london31443547,1.0
27226,london31452620,1.0
27227,london3145456,2.0
27228,london31455188,4.0
27229,london31456167,2.0
27230,london31456473,2.0
27231,london31458289,3.0
27232,london31458488,1.0
27233,london31463809,2.0
27234,london3146648,3.0
27235,london31466645,1.0
27236,london31468769,1.0
27237,london31469172,2.0
27238,london31470133,3.0
27239,london31478260,2.0
27240,london31478341,1.0
27241,london31479198,1.0
27242,london31480391,2.0
27243,london31481388,2.0
27244,london31481662,1.0
27245,london31484015,3.0
27246,london31484017,2.0
27247,london31484221,2.0
27248,london31490015,1.0
27249,london31494831,2.0
27250,london31496637,3.0
27251,london31496966,1.0
27252,london31498374,1.0
27253,london314985,1.0
27254,london31508044,2.0
27255,london31509892,1.0
27256,london3151480,2.0
27257,london315238,1.0
27258,london31529463,1.0
27259,london31532632,3.0
27260,london31534566,1.0
27261,london31535487,1.0
27262,london31537619,1.0
27263,london31538177,3.0
27264,london31539196,4.0
27265,london31551559,1.0
27266,london31552210,2.0
27267,london31556667,1.0
27268,london31557735,2.0
27269,london31562518,2.0
27270,london31563169,1.0
27271,london31581571,1.0
27272,london31586920,2.0
27273,london31588430,1.0
27274,london31588691,2.0
27275,london31598674,1.0
27276,london31606621,1.0
27277,london31606688,4.0
27278,london31608064,1.0
27279,london31609769,1.0
27280,london31609990,2.0
27281,london31610201,1.0
27282,london31610265,1.0
27283,london31610783,1.0
27284,london31610960,2.0
27285,london316137,1.0
27286,london31614329,2.0
27287,london31615079,2.0
27288,london31619001,2.0
27289,london3161959,3.0
27290,london31620891,2.0
27291,london31623278,3.0
27292,london31631745,1.0
27293,london31632542,1.0
27294,london31632849,1.0
27295,london3163308,2.0
27296,london31634101,1.0
27297,london31645964,3.0
27298,london31646938,2.0
27299,london31648046,3.0
27300,london31649270,1.0
27301,london31650678,1.0
27302,london3165691,2.0
27303,london31659738,3.0
27304,london31664836,1.0
27305,london31667212,1.0
27306,london31674910,2.0
27307,london31681169,2.0
27308,london31683463,1.0
27309,london31684671,1.0
27310,london31688421,2.0
27311,london31690146,1.0
27312,london3170396,1.0
27313,london31715127,1.0
27314,london31724717,2.0
27315,london31725364,1.0
27316,london31728455,2.0
27317,london31728953,2.0
27318,london31730029,3.0
27319,london31731546,2.0
27320,london31732275,2.0
27321,london31732326,2.0
27322,london31732672,2.0
27323,london31733375,2.0
27324,london31738610,1.0
27325,london3176387,2.0
27326,london31775235,1.0
27327,london31776255,2.0
27328,london31783727,1.0
27329,london3178765,1.0
27330,london31790343,2.0
27331,london31796885,1.0
27332,london31802609,4.0
27333,london31802724,1.0
27334,london31803599,2.0
27335,london31814503,1.0
27336,london31814561,1.0
27337,london31826559,1.0
27338,london31832089,2.0
27339,london3183354,3.0
27340,london31834679,2.0
27341,london31839940,1.0
27342,london31840409,2.0
27343,london31845960,3.0
27344,london31846515,3.0
27345,london31847860,2.0
27346,london31848595,2.0
27347,london31848891,1.0
27348,london31855667,2.0
27349,london31856332,2.0
27350,london31858341,2.0
27351,london3186798,1.0
27352,london31871826,2.0
27353,london31876101,1.0
27354,london3188938,3.0
27355,london3189127,4.0
27356,london31892047,2.0
27357,london31893032,2.0
27358,london31894482,2.0
27359,london31895190,2.0
27360,london31896561,1.0
27361,london31898095,2.0
27362,london31901472,1.0
27363,london31911712,2.0
27364,london31913655,3.0
27365,london31914353,1.0
27366,london31914383,2.0
27367,london31914580,2.0
27368,london31918465,1.0
27369,london31920436,1.0
27370,london31930062,2.0
27371,london31930868,2.0
27372,london31931586,2.0
27373,london31935408,2.0
27374,london31937458,3.0
27375,london31940329,2.0
27376,london31940546,3.0
27377,london31941769,4.0
27378,london31941911,4.0
27379,london31948736,2.0
27380,london31948989,2.0
27381,london31954848,1.0
27382,london31956035,1.0
27383,london31971426,1.0
27384,london31972138,1.0
27385,london31973641,2.0
27386,london31984980,2.0
27387,london31988218,2.0
27388,london31999889,1.0
27389,london32001162,2.0
27390,london32001673,2.0
27391,london32001775,1.0
27392,london32002019,2.0
27393,london32002181,1.0
27394,london32003898,1.0
27395,london32004098,1.0
27396,london32004281,2.0
27397,london32004469,1.0
27398,london32005828,2.0
27399,london32008953,1.0
27400,london32016088,2.0
27401,london32017126,3.0
27402,london32019437,3.0
27403,london3202066,2.0
27404,london32020800,2.0
27405,london3202462,2.0
27406,london32034989,1.0
27407,london3203863,2.0
27408,london32040389,3.0
27409,london32040589,2.0
27410,london32042004,1.0
27411,london32043453,1.0
27412,london32048215,2.0
27413,london32053767,1.0
27414,london320629,2.0
27415,london32063485,1.0
27416,london32077744,3.0
27417,london32079691,1.0
27418,london32080763,1.0
27419,london32089895,2.0
27420,london32100949,2.0
27421,london32102354,2.0
27422,london32107230,1.0
27423,london32118249,2.0
27424,london32118306,4.0
27425,london32121569,3.0
27426,london32121898,3.0
27427,london32122217,3.0
27428,london32122263,1.0
27429,london32122291,2.0
27430,london32122892,1.0
27431,london32122905,1.0
27432,london32125379,1.0
27433,london32135965,1.0
27434,london32136159,1.0
27435,london32137464,2.0
27436,london32140059,3.0
27437,london3214269,1.0
27438,london32150817,2.0
27439,london32152676,1.0
27440,london32154982,3.0
27441,london32154993,1.0
27442,london32165971,1.0
27443,london32175880,1.0
27444,london32177307,2.0
27445,london32179477,2.0
27446,london32181208,1.0
27447,london3218197,1.0
27448,london32182407,1.0
27449,london32182973,4.0
27450,london3218341,2.0
27451,london32185188,2.0
27452,london32186535,1.0
27453,london32186987,2.0
27454,london32198743,2.0
27455,london32199557,1.0
27456,london32200873,1.0
27457,london32201805,1.0
27458,london32209282,1.0
27459,london32210795,2.0
27460,london32227210,1.0
27461,london3222988,2.0
27462,london32231467,1.0
27463,london32232083,3.0
27464,london32235129,1.0
27465,london32237360,2.0
27466,london32238897,2.0
27467,london32239487,2.0
27468,london32240606,1.0
27469,london32253220,2.0
27470,london32257079,1.0
27471,london32268737,1.0
27472,london3227153,2.0
27473,london32275853,1.0
27474,london32278378,1.0
