,listing_id,travel_score
30173,london39479700,2.0
30174,london39481643,1.0
30175,london3948239,1.0
30176,london39483008,2.0
30177,london39483884,1.0
30178,london39484297,2.0
30179,london39493352,1.0
30180,london39494304,3.0
30181,london39494833,2.0
30182,london39498865,1.0
30183,london39505153,1.0
30184,london39505701,1.0
30185,london39505742,2.0
30186,london39506339,1.0
30187,london39520117,2.0
30188,london39520905,1.0
30189,london39524859,2.0
30190,london39525119,1.0
30191,london39525141,2.0
30192,london39525665,3.0
30193,london39525807,3.0
30194,london39526107,3.0
30195,london39526600,3.0
30196,london39528517,2.0
30197,london39545909,3.0
30198,london39547789,3.0
30199,london39550041,1.0
30200,london39552109,1.0
30201,london39555635,2.0
30202,london39557968,2.0
30203,london39561510,3.0
30204,london39561743,3.0
30205,london39570689,3.0
30206,london39571575,2.0
30207,london39574457,2.0
30208,london39574645,1.0
30209,london39575614,1.0
30210,london39575846,1.0
30211,london3957718,1.0
30212,london39582271,1.0
30213,london39582668,1.0
30214,london39600827,3.0
30215,london39600840,3.0
30216,london39601616,3.0
30217,london39601978,2.0
30218,london3960209,1.0
30219,london3960261,1.0
30220,london39604175,1.0
30221,london39605220,1.0
30222,london39608716,2.0
30223,london39609277,3.0
30224,london39611831,1.0
30225,london39618701,2.0
30226,london39619532,1.0
30227,london39621112,2.0
30228,london39622009,2.0
30229,london39622457,2.0
30230,london396235,1.0
30231,london39624218,1.0
30232,london39626556,1.0
30233,london39626617,1.0
30234,london39626908,2.0
30235,london39629277,1.0
30236,london39631759,2.0
30237,london3964004,1.0
30238,london39642992,2.0
30239,london39644107,1.0
30240,london39649409,2.0
30241,london396523,1.0
30242,london39661498,1.0
30243,london39665732,1.0
30244,london39666056,2.0
30245,london39666777,1.0
30246,london39671146,1.0
30247,london39672851,1.0
30248,london39682908,2.0
30249,london39684311,2.0
30250,london39686782,3.0
30251,london39689869,2.0
30252,london39689891,1.0
30253,london39692021,3.0
30254,london39694145,1.0
30255,london39694701,1.0
30256,london39703961,3.0
30257,london39709261,1.0
30258,london39710974,2.0
30259,london39711509,2.0
30260,london39714925,3.0
30261,london39715794,1.0
30262,london39716541,1.0
30263,london39716576,4.0
30264,london39719511,3.0
30265,london39719525,1.0
30266,london39720546,1.0
30267,london39723739,2.0
30268,london39724839,2.0
30269,london39725436,1.0
30270,london39737509,3.0
30271,london39738957,4.0
30272,london39741384,3.0
30273,london39742670,1.0
30274,london3974425,1.0
30275,london39744887,2.0
30276,london39745614,2.0
30277,london39750375,1.0
30278,london397507,1.0
30279,london39760230,1.0
30280,london39762289,3.0
30281,london39762774,1.0
30282,london39763182,2.0
30283,london39763245,2.0
30284,london39765502,3.0
30285,london39766032,1.0
30286,london39766902,1.0
30287,london39767843,4.0
30288,london39770524,2.0
30289,london39771650,1.0
30290,london39776296,1.0
30291,london39776508,1.0
30292,london39777505,3.0
30293,london39777796,1.0
30294,london39784266,1.0
30295,london39787018,1.0
30296,london39789353,3.0
30297,london39789781,3.0
30298,london39791324,2.0
30299,london39791915,2.0
30300,london39792114,2.0
30301,london39797288,2.0
30302,london39798184,2.0
30303,london39798187,2.0
30304,london39798195,2.0
30305,london39798440,2.0
30306,london39800792,1.0
30307,london39807670,1.0
30308,london39809642,1.0
30309,london39809997,1.0
30310,london39813045,2.0
30311,london398147,3.0
30312,london39817279,2.0
30313,london39818916,1.0
30314,london3982582,2.0
30315,london39827704,1.0
30316,london3982815,2.0
30317,london39828396,3.0
30318,london39828405,1.0
30319,london39831395,1.0
30320,london3983143,1.0
30321,london3983248,2.0
30322,london39832901,3.0
30323,london39833029,1.0
30324,london39835039,1.0
30325,london39835804,1.0
30326,london39836098,2.0
30327,london39837621,1.0
30328,london39839438,2.0
30329,london39840614,2.0
30330,london39840632,1.0
30331,london39853593,1.0
30332,london39854971,2.0
30333,london39855772,1.0
30334,london39856465,3.0
30335,london39857741,1.0
30336,london39857777,1.0
30337,london39858735,3.0
30338,london39859220,1.0
30339,london39859449,3.0
30340,london39859505,1.0
30341,london39865487,3.0
30342,london39867538,2.0
30343,london39868642,1.0
30344,london39868875,2.0
30345,london39872591,2.0
30346,london39876487,1.0
30347,london39876715,1.0
30348,london39880406,2.0
30349,london39882825,1.0
30350,london39884553,1.0
30351,london39890824,1.0
30352,london39893587,2.0
30353,london39894257,1.0
30354,london39895450,1.0
30355,london39895925,1.0
30356,london3990249,1.0
30357,london39907479,1.0
30358,london39909536,1.0
30359,london39910841,2.0
30360,london39912215,1.0
30361,london39913635,2.0
30362,london39919105,1.0
30363,london3992557,2.0
30364,london39934146,2.0
30365,london39935970,1.0
30366,london39936026,2.0
30367,london39937529,1.0
30368,london39942261,3.0
30369,london39945388,1.0
30370,london39948283,2.0
30371,london39948465,1.0
30372,london39957388,2.0
30373,london39957540,1.0
30374,london39957770,2.0
30375,london39958966,2.0
30376,london39964316,1.0
30377,london39968652,3.0
30378,london39969456,1.0
30379,london3997029,2.0
30380,london39970895,1.0
30381,london39971749,1.0
30382,london39973380,1.0
30383,london39978612,3.0
30384,london39980224,2.0
30385,london39981349,1.0
30386,london39982065,1.0
30387,london39982408,1.0
30388,london39982493,2.0
30389,london39984095,2.0
30390,london39985404,1.0
30391,london39988769,1.0
30392,london39990510,3.0
30393,london40000193,2.0
30394,london40001099,3.0
30395,london40003267,1.0
30396,london40009839,1.0
30397,london40011440,1.0
30398,london40019984,2.0
30399,london40021312,2.0
30400,london40023595,3.0
30401,london40025475,3.0
30402,london40034443,1.0
30403,london40037540,1.0
30404,london4004588,2.0
30405,london40046042,2.0
30406,london40049950,2.0
30407,london40051043,2.0
30408,london40051244,2.0
30409,london40051747,1.0
30410,london40056655,3.0
30411,london40058271,2.0
30412,london40059356,1.0
30413,london40060268,3.0
30414,london40060843,3.0
30415,london40061421,2.0
30416,london40062023,2.0
30417,london40062215,2.0
30418,london40063037,3.0
30419,london40064323,2.0
30420,london40064559,1.0
30421,london40076033,1.0
30422,london40079199,2.0
30423,london40079801,1.0
30424,london40083590,3.0
30425,london40084435,1.0
30426,london40086456,2.0
30427,london40088646,1.0
30428,london40094061,1.0
30429,london4009682,2.0
30430,london40103715,3.0
30431,london40107069,1.0
30432,london4011256,1.0
30433,london4011297,1.0
30434,london40114686,1.0
30435,london40115006,1.0
30436,london40115526,1.0
30437,london4012401,2.0
30438,london40125470,3.0
30439,london40126623,1.0
30440,london40127470,1.0
30441,london40128618,1.0
30442,london401323,2.0
30443,london40133738,3.0
30444,london40136358,1.0
30445,london40139328,2.0
30446,london40139703,1.0
30447,london40141227,1.0
30448,london40147104,1.0
30449,london40149135,1.0
30450,london40149416,1.0
30451,london40151992,2.0
30452,london40153068,1.0
30453,london40155445,2.0
30454,london40158086,3.0
30455,london40158661,1.0
30456,london40159202,1.0
30457,london40167017,1.0
30458,london40167106,1.0
30459,london40167120,1.0
30460,london40169241,1.0
30461,london40170552,3.0
30462,london40170696,1.0
30463,london4017122,2.0
30464,london40172143,2.0
30465,london40174093,1.0
30466,london40174841,1.0
30467,london40175218,1.0
30468,london40177501,1.0
30469,london40178961,1.0
30470,london40179468,2.0
30471,london40179773,2.0
30472,london40179859,1.0
30473,london40187740,3.0
30474,london40191321,2.0
30475,london40191853,1.0
30476,london40192040,2.0
30477,london40192732,1.0
30478,london40192958,1.0
30479,london40193196,1.0
30480,london40195377,2.0
30481,london401972,2.0
30482,london40198015,1.0
30483,london40201099,3.0
30484,london40201811,2.0
30485,london40202919,1.0
30486,london40203229,2.0
30487,london40203245,1.0
30488,london40203642,2.0
30489,london40203800,3.0
30490,london4020479,1.0
30491,london40221274,3.0
30492,london40221344,1.0
30493,london40223965,2.0
30494,london40225601,1.0
30495,london40227810,1.0
30496,london40231126,1.0
30497,london40242991,3.0
30498,london40247199,1.0
30499,london40248171,1.0
30500,london40250336,1.0
30501,london40251684,1.0
30502,london40255789,2.0
30503,london40257057,2.0
30504,london40258290,1.0
30505,london40264046,2.0
30506,london40264527,2.0
30507,london40269563,2.0
30508,london40274622,1.0
30509,london40276742,2.0
30510,london40278435,2.0
30511,london40278607,2.0
30512,london4027954,1.0
30513,london40284235,1.0
30514,london40286091,1.0
30515,london40296202,2.0
30516,london4029703,2.0
30517,london40298253,2.0
30518,london40301885,2.0
30519,london40303391,2.0
30520,london403038,3.0
30521,london40305863,1.0
30522,london40309424,2.0
30523,london40309716,3.0
30524,london40316425,1.0
30525,london40317741,2.0
30526,london40318875,1.0
30527,london40318983,2.0
30528,london4032544,1.0
30529,london40326601,1.0
30530,london40326685,1.0
30531,london4032980,1.0
30532,london40335366,1.0
30533,london40337452,1.0
30534,london40339223,1.0
30535,london40339600,1.0
30536,london40340061,2.0
30537,london40340602,1.0
30538,london40343495,1.0
30539,london40347146,1.0
30540,london40347260,1.0
30541,london40348984,1.0
30542,london40349756,1.0
30543,london40360847,1.0
30544,london40361180,3.0
30545,london40361220,3.0
30546,london40361552,1.0
30547,london40361628,3.0
30548,london40364721,1.0
30549,london40369503,2.0
30550,london40370746,2.0
30551,london40372267,2.0
30552,london40372790,2.0
30553,london40372923,2.0
30554,london40373697,1.0
30555,london40373891,2.0
30556,london40376155,1.0
30557,london40376936,2.0
30558,london40378473,1.0
30559,london40385466,1.0
30560,london40385845,1.0
30561,london40386257,1.0
30562,london40386547,3.0
30563,london40391573,2.0
30564,london40394151,3.0
30565,london40396670,2.0
30566,london40400104,1.0
30567,london40402406,1.0
30568,london40413294,3.0
30569,london40413698,1.0
30570,london40415473,2.0
30571,london40418418,3.0
30572,london40419911,1.0
30573,london40420002,2.0
30574,london40420419,1.0
30575,london40420944,1.0
30576,london40421685,1.0
30577,london40421884,1.0
30578,london40422240,1.0
30579,london40423304,1.0
30580,london4042696,1.0
30581,london4043964,3.0
30582,london40440329,1.0
30583,london40440564,3.0
30584,london40441370,2.0
30585,london40443885,1.0
30586,london40443963,3.0
30587,london40444150,2.0
30588,london40446185,1.0
30589,london40449073,1.0
30590,london40449515,2.0
30591,london40459545,3.0
30592,london40461532,3.0
30593,london40462046,3.0
30594,london40463570,2.0
30595,london40465163,2.0
30596,london40467196,1.0
30597,london40468087,2.0
30598,london40469160,2.0
30599,london4047214,1.0
30600,london40477711,2.0
30601,london40481641,1.0
30602,london40481844,1.0
30603,london40483290,2.0
30604,london40484143,1.0
30605,london40484803,3.0
30606,london40486398,1.0
30607,london4048755,2.0
30608,london40489516,3.0
30609,london4049211,2.0
30610,london40492875,1.0
30611,london40498199,1.0
30612,london40498595,1.0
30613,london40498790,3.0
30614,london40499445,2.0
30615,london4050072,1.0
30616,london4050186,1.0
30617,london40502427,1.0
30618,london40507894,1.0
30619,london40509029,2.0
30620,london40509145,3.0
30621,london40523001,2.0
30622,london40526390,1.0
30623,london40526492,2.0
30624,london40530913,1.0
30625,london40532449,2.0
30626,london40533718,2.0
30627,london40534720,1.0
30628,london40546168,1.0
30629,london40546754,1.0
30630,london40546852,1.0
30631,london40547861,2.0
30632,london4055211,2.0
30633,london40556390,3.0
30634,london40556732,1.0
30635,london4056105,2.0
30636,london40561822,1.0
30637,london40562090,1.0
30638,london40563117,1.0
30639,london40563781,1.0
30640,london40564332,3.0
30641,london40574484,3.0
30642,london40574954,1.0
30643,london40576045,1.0
30644,london40576938,2.0
30645,london40582251,3.0
30646,london40583434,3.0
30647,london40590978,1.0
30648,london40590982,2.0
30649,london4059133,1.0
30650,london40593086,1.0
30651,london4059898,1.0
30652,london40603975,1.0
30653,london40604264,2.0
30654,london40605010,2.0
30655,london40607771,2.0
30656,london40608208,2.0
30657,london40608370,2.0
30658,london40611116,4.0
30659,london40613150,1.0
30660,london40613851,4.0
30661,london40618516,1.0
30662,london40623839,2.0
30663,london40629731,3.0
30664,london40633166,3.0
30665,london4063841,2.0
30666,london40648346,2.0
30667,london40648961,2.0
30668,london40652164,1.0
30669,london40653623,2.0
30670,london40654694,3.0
30671,london40655354,1.0
30672,london40658068,1.0
30673,london40658822,1.0
30674,london40658941,1.0
30675,london4066185,1.0
30676,london4066288,1.0
30677,london40664300,1.0
30678,london40665346,1.0
30679,london40668194,2.0
30680,london40670928,2.0
30681,london40671124,2.0
30682,london40677419,1.0
30683,london406777,1.0
30684,london40677807,1.0
30685,london40680349,2.0
30686,london40688617,1.0
30687,london4068937,1.0
30688,london406898,3.0
30689,london40695087,2.0
30690,london40696464,1.0
30691,london40699608,1.0
30692,london40700489,1.0
30693,london40702132,1.0
30694,london40702811,1.0
30695,london40703110,1.0
30696,london40704951,1.0
30697,london4070924,1.0
30698,london40713042,1.0
30699,london40713520,1.0
30700,london4071755,2.0
30701,london40717883,1.0
30702,london40718839,3.0
30703,london40721480,1.0
30704,london40722779,2.0
30705,london40725202,1.0
30706,london40729237,2.0
30707,london40730142,1.0
30708,london40732434,3.0
30709,london40738581,3.0
30710,london40749162,2.0
30711,london40749176,1.0
30712,london407529,1.0
30713,london40757906,3.0
30714,london40759656,2.0
30715,london40771677,3.0
30716,london40772081,2.0
30717,london40772745,1.0
30718,london40773647,2.0
30719,london40775960,2.0
30720,london40777476,1.0
30721,london40777768,1.0
30722,london40777857,1.0
30723,london40783072,1.0
30724,london40788102,1.0
30725,london40793763,1.0
30726,london40795857,1.0
30727,london40796952,1.0
30728,london40803553,1.0
30729,london40810873,2.0
30730,london40810900,2.0
30731,london40814042,2.0
30732,london40815016,1.0
30733,london40822133,2.0
30734,london40824570,2.0
30735,london40825044,1.0
30736,london40828873,1.0
30737,london40832679,1.0
30738,london40835518,1.0
30739,london40838287,2.0
30740,london40839699,1.0
30741,london40840055,1.0
30742,london40840193,2.0
30743,london40840759,2.0
30744,london40843259,1.0
30745,london4084825,1.0
30746,london40851442,2.0
30747,london40856017,2.0
30748,london40866302,3.0
30749,london40868673,1.0
30750,london40868841,1.0
30751,london40869474,1.0
30752,london40876394,1.0
30753,london4088041,1.0
30754,london40881294,1.0
30755,london40884756,2.0
30756,london40884991,2.0
30757,london40885352,1.0
30758,london40886036,2.0
30759,london40886769,4.0
30760,london4088703,2.0
30761,london4088741,2.0
30762,london40888301,1.0
30763,london40891466,1.0
30764,london40894137,3.0
30765,london40894717,2.0
30766,london40895620,1.0
30767,london409043,2.0
30768,london40916010,2.0
30769,london40918806,1.0
30770,london4092595,2.0
30771,london4092840,2.0
30772,london40930462,1.0
30773,london40930488,2.0
30774,london4093457,1.0
30775,london40948428,1.0
30776,london40948985,3.0
30777,london40959805,3.0
30778,london40965461,2.0
30779,london40966547,1.0
30780,london40966991,2.0
30781,london40967179,1.0
30782,london40967655,1.0
30783,london40967777,2.0
30784,london40970275,1.0
30785,london40977405,2.0
30786,london40977607,2.0
30787,london40979274,1.0
30788,london40982278,1.0
30789,london40985487,1.0
30790,london40985956,1.0
30791,london41000870,1.0
30792,london41010878,2.0
30793,london41017088,1.0
30794,london41025890,2.0
30795,london41038882,2.0
30796,london41038945,1.0
30797,london41043665,2.0
30798,london4104872,1.0
30799,london41056717,2.0
30800,london4105713,1.0
30801,london41061403,2.0
30802,london41062635,2.0
30803,london41062794,1.0
30804,london41067066,1.0
30805,london41069989,1.0
30806,london41072762,3.0
30807,london41072949,1.0
30808,london4107556,2.0
30809,london41078031,1.0
30810,london41082643,1.0
30811,london41096017,2.0
30812,london41099173,1.0
30813,london41099916,2.0
30814,london41101621,3.0
30815,london41102233,1.0
30816,london41104647,2.0
30817,london41117346,1.0
30818,london41124708,3.0
30819,london41124947,1.0
30820,london41129817,1.0
30821,london41140235,2.0
30822,london41151221,2.0
30823,london4116136,3.0
30824,london41163469,2.0
30825,london41165494,2.0
30826,london41166698,4.0
30827,london41167012,1.0
30828,london41167592,3.0
30829,london41170506,1.0
30830,london41171871,2.0
30831,london41172105,3.0
30832,london4117341,2.0
30833,london41178588,1.0
30834,london41183572,1.0
30835,london41187243,1.0
30836,london41188463,1.0
30837,london41189081,2.0
30838,london41194884,1.0
30839,london41195510,1.0
30840,london4119591,2.0
30841,london41199288,2.0
30842,london4119953,4.0
30843,london41204777,1.0
30844,london41207153,1.0
30845,london41207529,2.0
30846,london41208389,3.0
30847,london41224224,1.0
30848,london41225687,1.0
30849,london41226712,2.0
30850,london41226834,2.0
30851,london41226989,2.0
30852,london41227138,1.0
30853,london41227205,2.0
30854,london4122753,2.0
30855,london41228503,3.0
30856,london41229177,2.0
30857,london41233181,2.0
30858,london4123742,2.0
30859,london41239740,2.0
30860,london41250993,2.0
30861,london41256655,2.0
30862,london41258496,3.0
30863,london41262234,1.0
30864,london41265155,1.0
30865,london412652,2.0
30866,london41266346,1.0
30867,london41276480,1.0
30868,london41283272,3.0
30869,london41283347,2.0
30870,london41285074,1.0
30871,london4128880,2.0
30872,london41289146,1.0
30873,london41311,1.0
30874,london41311096,2.0
30875,london41317424,2.0
30876,london41318316,3.0
30877,london41319115,2.0
30878,london4132107,2.0
30879,london41326613,1.0
30880,london41327901,1.0
30881,london41335225,1.0
30882,london41336114,2.0
30883,london41340535,2.0
30884,london41341352,1.0
30885,london41347455,4.0
30886,london41351129,1.0
30887,london4135968,2.0
30888,london41360125,2.0
30889,london41360598,1.0
30890,london41361993,1.0
30891,london41364056,2.0
30892,london41364918,2.0
30893,london41373958,2.0
30894,london41375297,1.0
30895,london41376823,2.0
30896,london41378469,1.0
30897,london41385980,1.0
30898,london41386833,1.0
30899,london41389375,3.0
30900,london41391425,2.0
30901,london41391587,1.0
30902,london41391911,2.0
30903,london41394554,1.0
30904,london41394970,2.0
30905,london41396596,2.0
30906,london41399083,2.0
30907,london41403467,1.0
30908,london41405736,2.0
30909,london414115,2.0
30910,london41433168,1.0
30911,london41445,1.0
30912,london41449946,2.0
30913,london41451226,3.0
30914,london41455713,1.0
30915,london41456912,1.0
30916,london41460188,3.0
30917,london41464664,1.0
30918,london41465983,1.0
30919,london41468003,1.0
30920,london41468817,1.0
30921,london41470632,1.0
30922,london41475089,2.0
30923,london41476853,1.0
30924,london41477419,1.0
30925,london41478785,1.0
30926,london41489810,1.0
30927,london41491018,1.0
30928,london41491789,2.0
30929,london41500254,1.0
30930,london41504390,2.0
30931,london41515075,3.0
30932,london41516699,1.0
30933,london41516758,2.0
30934,london41518525,3.0
30935,london41519219,3.0
30936,london41521414,1.0
30937,london41524666,3.0
30938,london41524682,3.0
30939,london41524696,3.0
30940,london41524709,2.0
30941,london41525550,2.0
30942,london41525798,2.0
30943,london41528035,2.0
30944,london41536726,1.0
30945,london41540223,3.0
30946,london41549894,3.0
30947,london41553027,1.0
30948,london41553441,2.0
30949,london41553960,2.0
30950,london41559554,2.0
30951,london41560700,2.0
30952,london41571349,1.0
30953,london41573400,1.0
30954,london41573925,2.0
30955,london41579363,2.0
30956,london41582886,1.0
30957,london41583089,2.0
30958,london41583294,1.0
30959,london41591695,1.0
30960,london41593199,2.0
30961,london41594112,1.0
30962,london41606626,1.0
30963,london41609416,1.0
30964,london41613116,2.0
30965,london4161637,3.0
30966,london41620860,1.0
30967,london4162299,2.0
30968,london416238,1.0
30969,london41628184,1.0
30970,london41630867,1.0
30971,london41631054,1.0
30972,london41631182,1.0
30973,london41635621,1.0
30974,london41636473,3.0
30975,london41637959,1.0
30976,london41639649,3.0
30977,london41656734,2.0
30978,london41659444,2.0
30979,london41661052,1.0
30980,london41662695,2.0
30981,london41663084,1.0
30982,london4167105,2.0
30983,london41674088,2.0
30984,london41676940,1.0
30985,london4167836,3.0
30986,london41684234,1.0
30987,london41688774,1.0
30988,london4168967,1.0
30989,london41689873,2.0
30990,london41698973,2.0
30991,london41699370,1.0
30992,london41704423,3.0
30993,london41705807,1.0
30994,london41706088,1.0
30995,london41707447,1.0
30996,london41709313,2.0
30997,london41727625,1.0
30998,london417297,1.0
30999,london41744917,1.0
31000,london41746649,3.0
31001,london41747407,2.0
31002,london41754592,2.0
31003,london41754995,2.0
31004,london41760018,1.0
31005,london41766086,2.0
31006,london41767047,2.0
31007,london41774527,2.0
31008,london41780115,1.0
31009,london41785124,2.0
31010,london41786677,1.0
31011,london41801030,3.0
31012,london41808070,2.0
31013,london41808945,2.0
31014,london41809488,2.0
31015,london41809935,2.0
31016,london41811149,2.0
31017,london41811159,2.0
31018,london41811631,2.0
31019,london41812937,1.0
31020,london41814756,1.0
31021,london4181990,1.0
31022,london41821309,2.0
31023,london41827011,1.0
31024,london41827243,2.0
31025,london41829501,1.0
31026,london41830049,1.0
31027,london41835501,1.0
31028,london41836386,2.0
31029,london41839355,1.0
31030,london4184295,3.0
31031,london41845322,2.0
31032,london4184780,1.0
31033,london41847915,2.0
31034,london41848513,2.0
31035,london41853748,2.0
31036,london41853842,1.0
31037,london41854053,3.0
31038,london4185449,1.0
31039,london418561,3.0
31040,london41857063,1.0
31041,london41864620,1.0
31042,london41870334,1.0
31043,london41876138,3.0
31044,london4187647,1.0
31045,london41878127,1.0
31046,london41879455,1.0
31047,london41880139,1.0
31048,london4188285,1.0
31049,london4188461,1.0
31050,london41893096,1.0
31051,london41895689,2.0
31052,london41895771,2.0
31053,london41895781,3.0
31054,london41895786,3.0
31055,london41895790,3.0
31056,london41900456,1.0
31057,london41901133,3.0
31058,london4190192,2.0
31059,london41903051,1.0
31060,london41905186,1.0
31061,london41905901,1.0
31062,london4190717,1.0
31063,london41917030,1.0
31064,london41920772,1.0
31065,london41922291,1.0
31066,london41923555,1.0
31067,london41924574,1.0
31068,london41924749,2.0
31069,london41925144,2.0
31070,london41931355,3.0
31071,london41935469,3.0
31072,london4193625,3.0
31073,london41938218,3.0
31074,london41942177,3.0
31075,london41942924,1.0
31076,london41943375,1.0
31077,london41944200,1.0
31078,london4194614,1.0
31079,london41947675,4.0
31080,london41947828,2.0
31081,london41948357,1.0
31082,london41948906,2.0
31083,london41950943,1.0
31084,london41951060,1.0
31085,london41953196,4.0
31086,london41953333,4.0
31087,london41953668,4.0
31088,london41954625,1.0
31089,london41955809,1.0
31090,london4195738,1.0
31091,london41958544,2.0
31092,london41963459,2.0
31093,london41963864,3.0
31094,london41978928,3.0
31095,london41979140,1.0
31096,london4198401,1.0
31097,london41984216,1.0
31098,london4198560,1.0
31099,london41988418,3.0
31100,london41989552,1.0
31101,london41990984,1.0
31102,london41995025,1.0
31103,london41998179,1.0
31104,london42001281,1.0
31105,london42012024,3.0
31106,london42015483,1.0
31107,london42020279,2.0
31108,london42021203,2.0
31109,london42021697,2.0
31110,london42028426,1.0
31111,london42029898,1.0
31112,london42033213,2.0
31113,london42038059,2.0
31114,london42045085,3.0
31115,london42047771,3.0
31116,london42053100,4.0
31117,london42055477,1.0
31118,london42057487,2.0
31119,london42058608,3.0
31120,london42059093,3.0
31121,london42062414,2.0
31122,london42062698,3.0
31123,london42066076,1.0
31124,london42066323,1.0
31125,london42066419,1.0
31126,london42066661,1.0
31127,london42067911,1.0
31128,london42074499,3.0
31129,london42080821,3.0
31130,london42081396,2.0
31131,london42081777,2.0
31132,london42081797,2.0
31133,london42084669,1.0
31134,london42085938,1.0
31135,london4209053,2.0
31136,london42096705,1.0
31137,london42097354,1.0
31138,london42100579,3.0
31139,london42102223,1.0
31140,london42104336,3.0
31141,london42105072,2.0
31142,london42105616,1.0
31143,london42108524,3.0
31144,london42108552,1.0
31145,london42115146,3.0
31146,london42117584,2.0
31147,london42129796,1.0
31148,london42134540,1.0
31149,london42134903,3.0
31150,london42142133,2.0
31151,london42145725,4.0
31152,london42148369,2.0
31153,london42150069,2.0
31154,london42151833,2.0
31155,london42152640,3.0
31156,london42157825,3.0
31157,london42158484,3.0
31158,london42163588,2.0
31159,london42167600,2.0
31160,london42167624,1.0
31161,london42171731,1.0
31162,london4217334,1.0
31163,london42173761,2.0
31164,london42178374,3.0
31165,london42190468,1.0
31166,london42190959,1.0
31167,london42194171,1.0
31168,london42197806,2.0
31169,london42203169,1.0
31170,london42203586,2.0
31171,london42213167,1.0
31172,london42215187,2.0
31173,london42215440,2.0
31174,london4221631,1.0
31175,london42217734,2.0
31176,london42229993,2.0
31177,london4223187,1.0
31178,london42235519,3.0
31179,london42236350,2.0
31180,london42238385,3.0
31181,london4223888,1.0
31182,london42242014,1.0
31183,london42248601,2.0
31184,london42251116,1.0
31185,london4225332,1.0
31186,london42254480,1.0
31187,london42260903,3.0
31188,london42261717,1.0
31189,london42262133,3.0
31190,london42271531,2.0
31191,london42271639,2.0
31192,london42271732,1.0
31193,london422748,1.0
31194,london42274885,1.0
31195,london42275942,1.0
31196,london42276945,1.0
31197,london42277616,2.0
31198,london42285036,1.0
31199,london42285269,3.0
31200,london42286776,2.0
31201,london42292305,3.0
31202,london42292432,3.0
31203,london42292725,2.0
31204,london42293580,3.0
31205,london42294734,2.0
31206,london42301721,4.0
31207,london42302914,1.0
31208,london42306467,1.0
31209,london42311431,2.0
31210,london42312454,1.0
31211,london42314355,2.0
31212,london42314450,2.0
31213,london42319658,3.0
31214,london42320490,1.0
31215,london42321461,1.0
31216,london4232292,1.0
31217,london42323045,2.0
31218,london42323652,2.0
31219,london4232866,1.0
31220,london42332251,1.0
31221,london42334889,1.0
31222,london42341924,2.0
31223,london42344008,3.0
31224,london42345843,3.0
31225,london42350358,2.0
31226,london42351298,2.0
31227,london42369754,1.0
31228,london42370821,1.0
31229,london42381756,1.0
31230,london42381814,2.0
31231,london42383498,3.0
31232,london4238813,1.0
31233,london42393829,1.0
31234,london42395501,1.0
31235,london42397839,3.0
31236,london42403334,1.0
31237,london42404009,1.0
31238,london42405264,1.0
31239,london42405756,1.0
31240,london42410800,1.0
31241,london42419808,3.0
31242,london42420125,2.0
31243,london42421142,1.0
31244,london42421478,3.0
31245,london42423176,1.0
31246,london42424270,2.0
31247,london42426978,2.0
31248,london42428752,2.0
31249,london4243476,1.0
31250,london42435181,2.0
31251,london42439360,1.0
31252,london42443305,1.0
31253,london42457789,1.0
31254,london4245842,2.0
31255,london42462988,1.0
31256,london42463876,1.0
31257,london42465534,3.0
31258,london42467720,1.0
31259,london42471533,1.0
31260,london42480310,2.0
31261,london42489427,2.0
31262,london42490263,1.0
31263,london42490355,2.0
31264,london42499733,1.0
31265,london42500072,4.0
31266,london42500489,3.0
31267,london42502908,1.0
31268,london42504857,2.0
31269,london42510051,2.0
31270,london42521756,4.0
31271,london42524982,2.0
31272,london42529710,3.0
31273,london42532404,1.0
31274,london42535879,2.0
31275,london42538727,1.0
31276,london4254505,3.0
31277,london4254699,3.0
31278,london42550648,2.0
31279,london42568135,3.0
31280,london42571207,2.0
31281,london42573256,1.0
31282,london42573777,2.0
31283,london42579566,1.0
31284,london42582019,1.0
31285,london42582415,3.0
31286,london42583437,1.0
31287,london42588669,3.0
31288,london42588872,3.0
31289,london42596429,3.0
31290,london42596722,3.0
31291,london42597583,3.0
31292,london42597690,3.0
31293,london42604878,2.0
31294,london42615074,2.0
31295,london42615205,2.0
31296,london42615659,2.0
31297,london42617373,1.0
31298,london42618949,3.0
31299,london42622526,1.0
31300,london42623273,1.0
31301,london42623683,1.0
31302,london42630508,2.0
31303,london42631372,2.0
31304,london42632430,2.0
31305,london42633171,1.0
31306,london42635234,2.0
31307,london42644247,2.0
31308,london42650346,1.0
31309,london4265363,2.0
31310,london42658139,3.0
31311,london42658563,1.0
31312,london42660108,3.0
31313,london42660280,2.0
31314,london42661454,2.0
31315,london42662396,1.0
31316,london4266422,1.0
31317,london4267167,2.0
31318,london42672275,2.0
31319,london42676169,1.0
31320,london42684392,2.0
31321,london42684718,1.0
31322,london42688200,1.0
31323,london4269585,3.0
31324,london4269939,2.0
31325,london42699443,2.0
31326,london42700460,3.0
31327,london42702210,1.0
31328,london42703419,3.0
31329,london42704484,3.0
31330,london42723805,2.0
31331,london42726328,3.0
31332,london42726612,3.0
31333,london42728387,2.0
31334,london42736736,1.0
31335,london42742363,1.0
31336,london42742842,3.0
31337,london42753421,2.0
31338,london42753618,2.0
31339,london42758627,1.0
